booking_id,customer_id,driver_id,time_of_day,pickup_area,drop_area,ride_status,estimated_time,actual_time,fare_amount,driver_rating,customer_rating,vehicle_type,day_of_week,surge_multiplier
10642,16006,1964,morning,Area_18,Area_14,completed,12,13,265,4.18,4.93,mini,Thu,1
10643,15857,1992,afternoon,Area_4,Area_7,completed,29,37,494,4.5,4.77,mini,Sat,1
10644,15013,1454,afternoon,Area_3,Area_17,cancelled_by_customer,18,,,4.94,3.52,suv,Sun,1.5
10645,10599,1502,evening,Area_8,Area_19,completed,21,18,402,3.93,4.13,suv,Tue,1.2
10646,18384,1551,morning,Area_9,Area_18,completed,16,13,289,4.07,3.75,mini,Sun,1
10647,14717,1608,evening,Area_13,Area_6,completed,17,23,357,2.67,4.05,sedan,Mon,2
10648,14967,1263,afternoon,Area_18,Area_8,completed,21,21,176,4.38,3.05,suv,Fri,1
10649,14047,1169,afternoon,Area_2,Area_5,completed,14,15,210,3.91,3.18,suv,Sat,1
10650,11785,1160,night,Area_16,Area_17,completed,12,19,344,3.48,4.57,mini,Tue,1
10651,12788,1408,afternoon,Area_20,Area_12,completed,17,19,124,4.03,4.47,mini,Wed,2
10652,14287,1715,evening,Area_2,Area_7,completed,24,24,154,3.85,4.86,mini,Tue,1
10653,11779,1315,night,Area_16,Area_3,cancelled_by_customer,7,,252,2.53,4.8,sedan,Thu,1.2
10654,15613,1753,night,Area_3,Area_12,completed,29,42,192,4.32,3.37,mini,Mon,1
10655,18265,,afternoon,Area_7,Area_2,no_driver_found,12,,241,,3.61,mini,Mon,2
10656,13692,1982,evening,Area_6,Area_18,cancelled_by_customer,28,,282,3.82,4.27,suv,Mon,1.2
10657,14157,,evening,Area_19,Area_8,no_driver_found,18,,192,,4.89,suv,Fri,1.5
10658,17694,1730,afternoon,Area_8,Area_13,cancelled_by_driver,15,,130,3.8,4.46,suv,Sat,1.2
10659,13353,1834,afternoon,Area_10,Area_5,completed,23,37,158,2.82,3.28,mini,Tue,1
10660,10512,1393,evening,Area_7,Area_16,cancelled_by_customer,7,,273,2.53,4.43,sedan,Fri,1.2
10661,10274,1861,evening,Area_14,Area_16,completed,10,24,161,2.58,4.55,suv,Mon,1
10662,17541,1708,afternoon,Area_2,Area_19,cancelled_by_driver,29,,361,4.67,3.65,suv,Sun,1
10663,16788,1501,night,Area_5,Area_14,completed,26,37,418,2.72,3.36,sedan,Tue,1.5
10664,14838,1206,evening,Area_1,Area_4,completed,19,32,273,3.15,3.97,suv,Sat,1
10665,15726,1934,night,Area_15,Area_12,completed,21,23,216,4.1,4.59,mini,Fri,1.2
10666,18610,1283,morning,Area_14,Area_17,completed,14,27,489,3.41,4.33,mini,Wed,1.5
10667,16707,,morning,Area_4,Area_6,no_driver_found,16,,220,,4.97,suv,Wed,1
10668,16363,1478,evening,Area_18,Area_16,completed,8,18,460,3.39,4.97,suv,Sat,1
10669,10130,1451,morning,Area_10,Area_12,cancelled_by_customer,18,,376,2.54,4.95,mini,Thu,1
10670,10663,1107,evening,Area_12,Area_20,completed,20,21,455,4.97,4.07,sedan,Wed,1.2
10671,14430,1814,evening,Area_20,Area_20,completed,21,24,100,2.94,3.84,sedan,Sat,1.2
10672,14278,1581,evening,Area_3,Area_18,completed,21,19,316,3.31,4.22,suv,Tue,1
10673,16323,1757,night,Area_5,Area_5,completed,29,31,108,3.28,4.65,mini,Thu,1
10674,12059,1831,evening,Area_9,Area_15,cancelled_by_customer,5,,,2.97,3.4,suv,Thu,1
10675,13313,,night,Area_4,Area_5,no_driver_found,14,,442,,3.62,suv,Tue,2
10676,14343,1175,morning,Area_9,Area_12,completed,24,32,412,3.7,3.95,mini,Sat,1.2
10677,19292,1688,night,Area_3,Area_18,cancelled_by_customer,16,,,2.83,4.73,suv,Wed,1.2
10678,14685,1592,morning,Area_1,Area_12,completed,17,27,349,3.32,3.39,sedan,Sat,1
10679,15519,,afternoon,Area_18,Area_15,no_driver_found,10,,88,,4.88,suv,Sat,1.2
10680,10531,1198,night,Area_13,Area_16,completed,5,5,246,4.09,4.76,sedan,Sun,1
10681,13896,1599,morning,Area_20,Area_7,completed,24,26,483,3.79,4.3,suv,Tue,1.5
10682,12804,,morning,Area_17,Area_8,no_driver_found,21,,122,,3.06,sedan,Mon,1.2
10683,16136,1568,morning,Area_14,Area_14,completed,7,13,495,2.63,4.2,suv,Mon,1
10684,14097,1813,evening,Area_8,Area_8,completed,7,15,484,3,4.39,suv,Wed,1.5
10685,17531,1269,evening,Area_10,Area_9,completed,16,29,391,4.44,4.56,sedan,Mon,1.2
10686,13824,,morning,Area_16,Area_2,no_driver_found,16,,364,,4.89,mini,Mon,1
10687,14381,1196,evening,Area_16,Area_2,cancelled_by_driver,12,,228,4.77,3.6,sedan,Thu,1
10688,14520,1243,afternoon,Area_1,Area_10,completed,19,31,117,2.68,4,sedan,Fri,1
10689,11798,1251,morning,Area_12,Area_4,completed,5,9,118,3.18,3.72,mini,Fri,2
10690,18728,1141,morning,Area_12,Area_20,cancelled_by_driver,15,,464,3.36,3.29,suv,Sat,1.2
10691,19989,1219,evening,Area_7,Area_11,completed,6,9,363,3.07,3.12,mini,Fri,2
10692,17621,1323,afternoon,Area_20,Area_6,cancelled_by_driver,24,,200,4.7,3.53,sedan,Sat,1
10693,12003,1141,evening,Area_11,Area_11,completed,22,29,239,4.59,4.72,suv,Mon,1
10694,11843,1770,morning,Area_19,Area_17,cancelled_by_driver,28,,129,4.71,4.19,sedan,Wed,1.2
10695,18674,1416,evening,Area_4,Area_18,completed,21,31,486,3.37,4.29,sedan,Mon,1.5
10696,14610,1349,morning,Area_18,Area_18,completed,11,19,294,4.15,3.88,suv,Sat,1
10697,15350,1247,night,Area_14,Area_17,cancelled_by_customer,25,,278,3.63,3.04,sedan,Mon,1.2
10698,17988,1886,evening,Area_17,Area_7,cancelled_by_customer,19,,109,4.27,4.11,mini,Sun,1.5
10699,17206,1756,morning,Area_3,Area_7,completed,23,26,262,4.17,3.93,mini,Sat,1
10700,18789,1566,evening,Area_15,Area_10,cancelled_by_customer,6,,83,3.26,3.3,sedan,Sat,1
10701,19353,1237,evening,Area_5,Area_17,completed,14,18,430,4.6,4.04,mini,Tue,1.5
10702,17435,1498,afternoon,Area_15,Area_9,completed,16,30,406,4.81,3.23,sedan,Mon,1
10703,10412,1463,evening,Area_15,Area_5,completed,21,20,469,4.76,4.02,suv,Sat,1
10704,13263,1695,afternoon,Area_10,Area_17,completed,19,33,279,2.6,3.51,mini,Wed,1.5
10705,19572,1690,evening,Area_11,Area_11,cancelled_by_customer,7,,192,2.79,4.29,mini,Fri,1
10706,19169,,evening,Area_18,Area_8,no_driver_found,6,,185,,3.74,sedan,Fri,1.5
10707,11159,,night,Area_2,Area_4,no_driver_found,18,,100,,3.27,sedan,Sun,1.2
10708,11667,1215,night,Area_16,Area_3,cancelled_by_customer,26,,361,4.81,3.42,mini,Thu,1
10709,12349,1230,evening,Area_3,Area_8,completed,10,9,374,2.64,4.37,suv,Tue,1.2
10710,17419,1650,afternoon,Area_8,Area_14,completed,29,37,372,4.75,3.49,sedan,Mon,2
10711,16332,,afternoon,Area_17,Area_16,no_driver_found,11,,109,,3.14,mini,Wed,1.2
10712,11256,1842,night,Area_20,Area_18,cancelled_by_driver,29,,439,4.97,3.54,mini,Fri,1.2
10713,18605,1508,morning,Area_3,Area_15,completed,18,29,367,2.91,3.48,sedan,Wed,1
10714,11409,1508,afternoon,Area_3,Area_6,completed,6,5,454,4.97,4.93,sedan,Sat,1.5
10715,13409,1521,morning,Area_9,Area_20,cancelled_by_driver,8,,213,2.66,3.72,sedan,Mon,2
10716,13458,1182,morning,Area_4,Area_15,completed,14,16,148,4.49,4.52,sedan,Sun,1
10717,14231,1049,morning,Area_14,Area_10,completed,22,27,228,3.33,4.67,suv,Fri,1
10718,12089,1398,morning,Area_10,Area_10,cancelled_by_driver,19,,264,3.92,4.31,suv,Sat,1.2
10719,10282,1359,evening,Area_19,Area_12,completed,12,18,152,4.12,4.24,sedan,Wed,1.5
10720,10448,,night,Area_2,Area_5,no_driver_found,22,,440,,4.13,sedan,Wed,2
10721,18521,1224,night,Area_14,Area_5,completed,18,15,174,2.97,3.27,suv,Mon,1.2
10722,10229,1032,afternoon,Area_6,Area_2,completed,28,28,223,2.88,4.59,sedan,Tue,1.5
10723,15580,1677,morning,Area_15,Area_15,completed,10,16,409,4.32,3.75,suv,Thu,1
10724,18752,1754,afternoon,Area_7,Area_15,completed,5,6,219,4.49,3.36,sedan,Sat,1
10725,17628,1955,evening,Area_9,Area_16,completed,10,12,194,3.27,3.03,suv,Thu,1.5
10726,11372,1587,afternoon,Area_3,Area_13,cancelled_by_customer,22,,354,3.46,3.07,mini,Sun,1.2
10727,15530,1815,evening,Area_8,Area_8,completed,12,16,237,4.22,3.3,suv,Sat,1
10728,11893,1720,morning,Area_9,Area_16,completed,7,4,450,2.51,4.92,suv,Sun,1.5
10729,18400,,night,Area_12,Area_4,no_driver_found,22,,314,,3.66,sedan,Mon,1.2
10730,13434,1639,morning,Area_9,Area_4,completed,20,19,198,2.68,3.65,suv,Tue,1.2
10731,15192,1928,evening,Area_14,Area_6,completed,29,43,375,4.71,3.16,sedan,Tue,2
10732,17391,1878,evening,Area_10,Area_13,cancelled_by_driver,23,,189,2.9,4.84,suv,Tue,1
10733,13178,1670,afternoon,Area_8,Area_20,completed,12,21,223,2.79,3.25,sedan,Wed,1
10734,13259,1587,night,Area_4,Area_8,completed,29,26,216,3.93,3.02,suv,Tue,1
10735,13908,1328,evening,Area_5,Area_13,completed,16,19,275,3.4,4.11,mini,Sun,1
10736,16843,1206,evening,Area_8,Area_13,cancelled_by_customer,8,,431,3.88,4.4,suv,Sat,2
10737,19362,1730,night,Area_19,Area_16,completed,5,4,393,4.84,3.34,sedan,Thu,1.2
10738,11000,1722,morning,Area_1,Area_8,cancelled_by_driver,10,,404,3.33,3.94,suv,Sun,1.5
10739,10266,,evening,Area_15,Area_12,no_driver_found,18,,231,,4.33,suv,Sat,1.2
10740,14055,1299,night,Area_8,Area_9,cancelled_by_driver,29,,335,4.94,4.21,sedan,Tue,1.5
10741,13155,1260,afternoon,Area_15,Area_10,completed,14,18,279,2.61,3.07,mini,Sun,1
10742,11147,1484,evening,Area_2,Area_17,completed,5,14,481,2.91,4.61,sedan,Sat,1.2
10743,16304,1298,morning,Area_7,Area_16,cancelled_by_customer,12,,,4.51,3.09,suv,Fri,1.2
10744,10651,1823,evening,Area_19,Area_14,cancelled_by_driver,20,,389,3.63,3.33,sedan,Fri,1
10745,11640,1700,evening,Area_19,Area_13,completed,28,28,103,4.57,4.14,suv,Fri,1
10746,13957,1034,morning,Area_15,Area_12,completed,21,22,296,3.41,4.15,suv,Sun,1
10747,12567,1130,afternoon,Area_18,Area_8,completed,9,20,204,4.38,4.83,sedan,Mon,2
10748,18447,1523,night,Area_2,Area_17,completed,23,21,247,4.14,3.27,mini,Sun,2
10749,18532,1946,afternoon,Area_7,Area_18,cancelled_by_customer,22,,,3.9,4.04,mini,Tue,1
10750,15239,1047,night,Area_20,Area_3,completed,5,18,178,2.52,3.38,mini,Fri,1
10751,18185,1994,afternoon,Area_20,Area_10,completed,10,17,466,3.38,3.4,sedan,Sat,2
10752,11261,1362,night,Area_13,Area_11,cancelled_by_customer,7,,241,3.63,3.8,mini,Sun,1
10753,12186,1676,afternoon,Area_3,Area_3,completed,8,20,281,3.64,3.77,suv,Fri,1
10754,12868,1732,night,Area_4,Area_20,cancelled_by_customer,17,,268,4.87,3.46,sedan,Wed,2
10755,18452,1980,evening,Area_10,Area_11,cancelled_by_driver,5,,141,3.54,3.25,sedan,Tue,1.2
10756,17107,1819,night,Area_14,Area_2,completed,15,18,211,3.96,3.06,sedan,Sat,1.5
10757,12307,1668,evening,Area_19,Area_19,completed,14,21,222,5,3.41,mini,Thu,1.2
10758,13796,1465,evening,Area_13,Area_10,completed,27,41,429,3.26,3.06,mini,Fri,1.2
10759,11026,1873,morning,Area_1,Area_16,completed,13,18,107,3.09,4.83,suv,Sun,1.5
10760,14692,1164,morning,Area_8,Area_16,completed,10,7,368,4.1,4.79,mini,Thu,1.2
10761,14941,1246,morning,Area_3,Area_2,completed,28,33,453,3.04,4.95,sedan,Thu,1
10762,13580,1696,morning,Area_11,Area_5,cancelled_by_customer,20,,86,4.78,4.85,mini,Mon,1
10763,11301,1024,morning,Area_15,Area_17,completed,9,13,336,3.51,4.72,suv,Tue,1
10764,14335,1864,evening,Area_9,Area_20,cancelled_by_customer,10,,488,2.83,3.81,suv,Mon,1
10765,11222,1631,night,Area_1,Area_10,completed,17,22,102,4.88,4.39,sedan,Tue,1.2
10766,12959,1455,afternoon,Area_4,Area_18,completed,13,10,309,4.79,3.36,mini,Thu,1.5
10767,16521,1068,evening,Area_4,Area_16,completed,16,27,259,4.32,3.81,mini,Fri,1
10768,11773,1747,evening,Area_13,Area_1,completed,12,15,302,3.86,4.99,suv,Thu,1
10769,15718,1060,morning,Area_5,Area_1,completed,21,20,199,3.66,3.6,sedan,Tue,1.2
10770,11386,,afternoon,Area_1,Area_16,no_driver_found,17,,324,,3.25,sedan,Tue,1.5
10771,18513,1138,morning,Area_13,Area_3,completed,22,21,174,3.57,4.96,mini,Sat,1
10772,19138,1548,afternoon,Area_19,Area_19,cancelled_by_driver,10,,184,3.14,4.81,sedan,Sun,1
10773,17084,1246,night,Area_10,Area_4,completed,15,22,188,3.49,3.37,sedan,Sun,1
10774,11475,1675,evening,Area_10,Area_3,completed,14,28,300,2.84,3.78,mini,Tue,1
10775,16627,1670,morning,Area_20,Area_14,completed,10,13,422,2.77,3.7,suv,Sun,1.2
10776,16328,1632,evening,Area_2,Area_2,completed,11,16,313,3.64,4.14,sedan,Sat,2
10777,16994,1281,afternoon,Area_8,Area_20,completed,6,7,118,4.46,4.64,suv,Tue,1.5
10778,13632,1727,evening,Area_17,Area_6,completed,9,9,459,3.14,3.58,suv,Thu,1
10779,12125,,morning,Area_10,Area_7,no_driver_found,15,,349,,4.7,sedan,Wed,1.5
10780,19887,1276,night,Area_7,Area_18,completed,16,20,317,2.85,3.38,suv,Sun,1.2
10781,12770,,afternoon,Area_17,Area_11,no_driver_found,8,,90,,4.32,sedan,Fri,1
10782,14248,1061,night,Area_5,Area_18,completed,16,29,124,4.54,3.12,sedan,Sun,1.2
10783,13084,1778,afternoon,Area_9,Area_14,completed,8,6,277,4.48,3.79,sedan,Sun,1
10784,11751,1861,night,Area_20,Area_9,cancelled_by_customer,10,,232,3.27,4,mini,Thu,1.2
10785,18878,1720,evening,Area_20,Area_1,cancelled_by_customer,27,,,3.62,4.89,suv,Fri,1
10786,12326,1449,evening,Area_9,Area_14,completed,11,23,100,2.92,3.58,suv,Mon,1.5
10787,15799,,morning,Area_19,Area_6,no_driver_found,18,,165,,3.29,suv,Tue,1
10788,13784,1077,afternoon,Area_9,Area_6,completed,10,19,140,4.44,3.64,mini,Thu,1.2
10789,13867,1726,morning,Area_12,Area_6,completed,15,14,85,4.52,4.31,suv,Mon,1
10790,19089,1715,evening,Area_5,Area_8,cancelled_by_driver,24,,269,4.03,3.18,mini,Fri,1
10791,19966,,evening,Area_18,Area_5,no_driver_found,9,,214,,3.18,suv,Thu,1
10792,14487,1891,afternoon,Area_2,Area_17,completed,13,22,140,3.88,3.04,suv,Wed,1
10793,19728,1596,afternoon,Area_17,Area_19,cancelled_by_driver,10,,403,3.28,4.31,sedan,Wed,2
10794,10614,1644,night,Area_3,Area_8,cancelled_by_customer,23,,91,4.83,4.92,sedan,Wed,1.2
10795,17892,1535,morning,Area_5,Area_1,cancelled_by_driver,19,,331,4.24,4.69,sedan,Mon,1.5
10796,19420,1708,evening,Area_20,Area_11,completed,26,27,147,2.86,3.14,mini,Mon,1
10797,11598,1760,evening,Area_13,Area_16,cancelled_by_driver,5,,162,4.46,3.83,suv,Mon,1
10798,15114,1813,morning,Area_19,Area_3,cancelled_by_driver,24,,185,4.8,3.88,sedan,Fri,1.2
10799,15303,1280,afternoon,Area_6,Area_9,completed,8,10,458,3.83,4.39,suv,Wed,2
10800,13548,1204,morning,Area_12,Area_9,cancelled_by_driver,26,,442,4.41,3.47,sedan,Sat,1.2
10801,18635,1508,evening,Area_16,Area_18,cancelled_by_customer,21,,,3.81,4.62,mini,Mon,1.5
10802,11044,1853,morning,Area_12,Area_8,completed,22,29,171,3.71,4.43,suv,Tue,1
10803,14742,1624,night,Area_11,Area_3,cancelled_by_customer,7,,310,4.19,4.81,sedan,Wed,1.2
10804,14521,1587,morning,Area_12,Area_7,completed,10,24,367,4.82,3.91,mini,Mon,1
10805,16353,1253,night,Area_19,Area_9,completed,28,32,400,3.66,3.45,mini,Thu,1
10806,12756,1239,evening,Area_13,Area_1,cancelled_by_driver,28,,188,3.25,4.2,mini,Wed,1
10807,18469,1115,evening,Area_6,Area_1,completed,24,29,252,3.95,4.02,suv,Mon,1
10808,10082,1141,afternoon,Area_4,Area_11,completed,12,11,422,4.55,3.29,mini,Sat,1.2
10809,13748,,morning,Area_10,Area_20,no_driver_found,26,,388,,4.78,mini,Sat,1.2
10810,17940,1187,night,Area_7,Area_19,cancelled_by_driver,12,,122,3.36,3.16,sedan,Sun,1.2
10811,16969,1281,night,Area_2,Area_8,completed,8,14,198,2.75,4.69,suv,Fri,1.5
10812,11054,1950,evening,Area_1,Area_1,completed,20,18,310,2.67,4.31,sedan,Tue,1.2
10813,13904,1919,morning,Area_15,Area_19,completed,20,34,388,2.7,3.78,mini,Sat,1.2
10814,11919,1618,night,Area_3,Area_1,completed,29,32,220,3.18,4.06,mini,Thu,2
10815,12790,1777,morning,Area_5,Area_6,completed,27,35,457,4.61,3.36,mini,Wed,1
10816,10123,1099,morning,Area_20,Area_5,completed,18,29,176,2.95,4.23,sedan,Mon,1.2
10817,13214,1808,afternoon,Area_2,Area_8,cancelled_by_driver,17,,243,3.33,4.75,mini,Wed,1.2
10818,19167,1449,afternoon,Area_1,Area_19,cancelled_by_customer,6,,421,3.43,3.03,mini,Sun,1.2
10819,14657,1555,night,Area_14,Area_19,completed,14,19,393,2.66,4.24,suv,Wed,1.2
10820,10233,1312,afternoon,Area_10,Area_18,completed,16,19,482,4.76,4.51,sedan,Tue,1
10821,12348,1534,afternoon,Area_4,Area_20,completed,29,27,408,3.93,3.71,mini,Sun,1.5
10822,13171,1801,morning,Area_20,Area_4,cancelled_by_customer,24,,,3.88,4.69,suv,Mon,1
10823,13269,1110,morning,Area_2,Area_5,cancelled_by_driver,20,,366,4.99,4.09,suv,Tue,1.5
10824,15886,,evening,Area_4,Area_4,no_driver_found,7,,352,,3.43,mini,Wed,1.5
10825,18099,1929,afternoon,Area_1,Area_11,cancelled_by_driver,9,,209,3.92,3.08,suv,Wed,1.5
10826,17526,1363,afternoon,Area_4,Area_16,cancelled_by_driver,29,,263,3.22,3.84,sedan,Sun,1
10827,18261,1915,morning,Area_2,Area_7,completed,28,36,401,3.15,4.14,suv,Sat,1.5
10828,17159,,evening,Area_17,Area_10,no_driver_found,14,,184,,4.05,suv,Mon,1
10829,17345,1693,afternoon,Area_17,Area_10,completed,17,15,361,2.58,3.67,sedan,Sun,1.5
10830,12433,1331,evening,Area_14,Area_9,completed,14,19,321,3.9,4.06,suv,Sun,1.2
10831,13056,1892,evening,Area_8,Area_16,completed,25,34,128,2.65,3.15,sedan,Thu,1
10832,19414,1922,evening,Area_17,Area_5,completed,7,14,338,3.53,4.94,mini,Thu,1
10833,19903,1400,afternoon,Area_10,Area_9,completed,23,26,224,4.88,3.09,mini,Sun,1.2
10834,18708,1066,evening,Area_2,Area_16,completed,24,32,396,4.88,3.19,suv,Wed,2
10835,14036,1116,afternoon,Area_14,Area_12,completed,11,23,448,4.19,4.29,sedan,Sat,1
10836,12275,,morning,Area_17,Area_11,no_driver_found,26,,104,,3.63,mini,Tue,1.5
10837,10535,1738,morning,Area_2,Area_18,completed,5,3,196,3.4,3.64,sedan,Thu,1.5
10838,16231,1772,evening,Area_3,Area_17,completed,24,28,126,3.86,3.67,suv,Sat,1.5
10839,16192,1491,evening,Area_17,Area_13,cancelled_by_driver,15,,229,4.86,4.81,mini,Mon,1
10840,13363,1691,night,Area_10,Area_11,cancelled_by_customer,20,,,3.38,3.2,sedan,Thu,1.5
10841,13617,1571,morning,Area_4,Area_18,cancelled_by_customer,6,,,4.69,3.88,sedan,Thu,1.5
10842,14192,1765,night,Area_5,Area_8,completed,5,8,138,2.63,3.66,sedan,Wed,1
10843,17868,1681,evening,Area_19,Area_7,cancelled_by_customer,23,,,4.49,3.21,mini,Sun,1
10844,11003,1450,afternoon,Area_20,Area_6,completed,13,23,175,4.95,4.81,sedan,Fri,1
10845,14242,1563,morning,Area_7,Area_2,completed,8,14,423,4.21,4.26,suv,Thu,1.5
10846,17472,1876,afternoon,Area_8,Area_15,completed,12,17,391,4.25,4.76,suv,Sun,1.2
10847,15737,1843,afternoon,Area_3,Area_17,completed,20,22,309,3.75,4.43,sedan,Tue,1
10848,14164,1377,evening,Area_1,Area_19,cancelled_by_driver,29,,396,4.08,4.44,mini,Mon,1.5
10849,17246,,evening,Area_5,Area_14,no_driver_found,28,,307,,4.84,sedan,Wed,1
10850,10916,1943,afternoon,Area_8,Area_12,completed,18,26,84,4.36,3.67,suv,Sat,1
10851,17849,1972,afternoon,Area_12,Area_5,completed,5,12,369,4.82,4.07,sedan,Wed,1.2
10852,13833,,morning,Area_5,Area_18,no_driver_found,24,,394,,4.47,suv,Fri,1.5
10853,18549,1398,morning,Area_9,Area_8,completed,22,21,210,2.57,4.56,sedan,Tue,1
10854,13780,1428,evening,Area_13,Area_9,cancelled_by_customer,26,,247,4.03,4.52,mini,Wed,1.2
10855,14894,1641,afternoon,Area_17,Area_3,completed,29,32,341,3.4,4.34,suv,Mon,1.5
10856,19618,1957,morning,Area_1,Area_2,cancelled_by_customer,7,,,2.65,4.24,sedan,Thu,1.5
10857,16762,1639,evening,Area_8,Area_1,completed,7,15,301,3.61,4.74,suv,Sat,1
10858,15460,1551,afternoon,Area_14,Area_13,cancelled_by_driver,11,,354,4.76,3.81,sedan,Tue,1.5
10859,15137,1089,night,Area_8,Area_12,cancelled_by_driver,18,,464,3.88,3.1,suv,Tue,1
10860,15518,1404,morning,Area_19,Area_20,completed,28,42,163,2.97,4.85,mini,Sun,1.2
10861,10850,1920,afternoon,Area_10,Area_11,cancelled_by_customer,9,,,4.61,4.92,sedan,Mon,1.5
10862,15383,1123,evening,Area_4,Area_19,completed,21,33,412,3.16,4.37,suv,Thu,1.2
10863,14051,1798,night,Area_18,Area_17,completed,20,18,177,3.22,3.86,sedan,Thu,1
10864,12414,1315,afternoon,Area_13,Area_6,cancelled_by_customer,21,,,3.57,3.15,suv,Tue,2
10865,16294,1981,morning,Area_3,Area_8,cancelled_by_driver,17,,452,2.94,4.71,sedan,Wed,1
10866,11435,1602,evening,Area_17,Area_1,cancelled_by_customer,8,,199,3.81,3.89,suv,Wed,1
10867,10052,1043,night,Area_9,Area_11,completed,20,33,374,2.75,4.94,sedan,Tue,1
10868,16074,,morning,Area_15,Area_9,no_driver_found,18,,381,,4.11,suv,Sat,1
10869,16900,1200,afternoon,Area_2,Area_7,completed,24,30,126,3.17,4.31,mini,Mon,1.2
10870,12739,1675,morning,Area_18,Area_8,completed,18,28,117,2.57,3.03,sedan,Mon,1
10871,18656,1114,afternoon,Area_14,Area_13,completed,12,23,269,4.64,4.14,suv,Mon,1
10872,13596,1828,morning,Area_11,Area_10,completed,19,22,101,3.8,3.21,suv,Thu,1
10873,14078,1262,morning,Area_7,Area_1,completed,14,22,353,3,3.29,mini,Fri,1
10874,13370,1642,night,Area_8,Area_12,completed,26,31,306,2.9,4.12,suv,Fri,1.2
10875,15937,1639,evening,Area_13,Area_14,completed,20,29,231,4.35,3.31,suv,Sun,1.5
10876,14496,1826,afternoon,Area_12,Area_16,completed,25,31,296,3.87,4.8,mini,Thu,2
10877,13969,1222,afternoon,Area_11,Area_17,completed,19,27,264,3.04,3.12,suv,Sat,1
10878,19408,,morning,Area_3,Area_18,no_driver_found,17,,257,,4.68,mini,Sat,2
10879,17659,1342,morning,Area_3,Area_15,completed,13,20,474,4.68,3.8,suv,Sun,1.2
10880,19945,1743,evening,Area_9,Area_15,cancelled_by_customer,26,,,4.11,4.36,sedan,Thu,1.5
10881,15020,1718,evening,Area_9,Area_2,completed,25,39,80,3.86,4.82,suv,Mon,1.5
10882,12218,1423,night,Area_4,Area_15,completed,14,20,89,3.51,3.15,mini,Sun,1
10883,13962,1556,night,Area_7,Area_4,cancelled_by_customer,20,,283,3.94,3.36,sedan,Wed,1
10884,19820,1276,night,Area_12,Area_8,completed,13,19,265,3.39,4.02,sedan,Wed,1
10885,14016,1719,morning,Area_15,Area_3,completed,22,30,189,3.94,4.13,suv,Tue,1
10886,12870,1533,night,Area_15,Area_17,completed,10,12,333,2.54,4.67,suv,Tue,1.2
10887,12274,1635,evening,Area_4,Area_13,completed,9,14,215,4.03,3.13,sedan,Fri,1
10888,13295,1444,afternoon,Area_9,Area_20,completed,7,19,132,2.97,3.61,suv,Sat,1.2
10889,12414,1971,morning,Area_15,Area_13,cancelled_by_driver,28,,342,3.96,3.29,sedan,Fri,1
10890,14958,1138,night,Area_18,Area_1,completed,19,26,173,4.85,4.31,suv,Fri,2
10891,18505,1838,afternoon,Area_1,Area_12,cancelled_by_customer,20,,212,3.31,4.94,sedan,Tue,1
10892,10401,1057,night,Area_10,Area_14,cancelled_by_customer,25,,294,3.46,4.69,sedan,Sun,1.2
10893,16094,1903,night,Area_7,Area_12,completed,8,12,442,3.7,4.32,suv,Mon,1
10894,19054,1592,night,Area_16,Area_9,completed,22,36,298,2.52,4.63,suv,Thu,1
10895,18209,1527,evening,Area_17,Area_1,completed,13,10,473,3.7,4.84,mini,Sun,1
10896,12069,1510,afternoon,Area_13,Area_15,cancelled_by_customer,9,,420,2.72,4.82,sedan,Thu,1.5
10897,15880,1972,evening,Area_16,Area_15,completed,12,18,350,4.49,4.72,mini,Thu,1
10898,15588,1344,morning,Area_10,Area_15,cancelled_by_customer,26,,98,2.86,3.99,suv,Tue,1
10899,10209,1311,afternoon,Area_8,Area_7,cancelled_by_driver,28,,129,4.63,3.19,mini,Tue,1
10900,18212,1221,morning,Area_17,Area_13,completed,20,20,140,4.04,3.67,suv,Sun,1.2
10901,16642,1047,morning,Area_1,Area_10,cancelled_by_driver,25,,224,3.3,4.1,mini,Mon,1.5
10902,13360,,morning,Area_20,Area_6,no_driver_found,5,,276,,3.31,sedan,Sun,1
10903,11596,1154,afternoon,Area_20,Area_13,completed,29,28,427,2.59,4.7,suv,Fri,1
10904,17678,1240,evening,Area_17,Area_3,completed,8,22,436,3.21,3.35,suv,Sun,1
10905,18787,,evening,Area_17,Area_15,no_driver_found,7,,187,,3.56,sedan,Mon,1.5
10906,14633,1419,evening,Area_10,Area_16,completed,8,5,102,4.93,3.28,suv,Thu,1
10907,11852,1682,morning,Area_17,Area_15,cancelled_by_customer,10,,497,4.19,3.82,mini,Fri,1
10908,11753,1944,morning,Area_9,Area_9,completed,27,33,332,3.29,3.8,mini,Wed,1
10909,19696,1285,morning,Area_4,Area_10,cancelled_by_customer,27,,407,3.38,3.4,suv,Sat,1
10910,11278,,morning,Area_5,Area_20,no_driver_found,5,,202,,3.97,mini,Sat,1
10911,17246,1045,evening,Area_13,Area_1,cancelled_by_customer,20,,271,2.59,4.24,sedan,Sat,1.5
10912,19531,1931,morning,Area_11,Area_14,completed,25,28,390,4.68,4.26,mini,Tue,1
10913,15787,1162,morning,Area_16,Area_1,cancelled_by_customer,5,,,3.33,4.83,sedan,Tue,1.2
